# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 21:26:43 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8381204,K02145.01,Kepler-1119 b,CONFIRMED,CANDIDATE,,,,,,8.3264900,1.70000e-04,-1.70000e-04,135.58910,7.40000e-03,-7.40000e-03,0.8200,0.170,-0.170,5.2739,,,234,,,1.67,,,896.0,,,,,,17.40,,,5787.00,,,4.440,,,0.9900,,,297.019130,44.327518,15.060
6774537,K02146.01,Kepler-1120 b,CONFIRMED,CANDIDATE,,,,,,2.9490170,2.50000e-05,-2.50000e-05,133.13740,2.70000e-03,-2.70000e-03,0.7600,0.560,-0.560,2.0906,,,370,,,1.62,,,973.0,,,,,,25.40,,,4825.00,,,4.550,,,0.7700,,,290.914490,42.286579,15.333
10404582,K02147.01,Kepler-362 c,CONFIRMED,CANDIDATE,,,,,,37.8662700,7.30000e-04,-7.30000e-04,134.35860,7.40000e-03,-7.40000e-03,0.9400,0.110,-0.110,5.6432,,,384,,,1.64,,,449.0,,,,,,18.60,,,5573.00,,,4.670,,,0.6700,,,291.771640,47.529900,14.500
6021193,K02148.01,Kepler-363 d,CONFIRMED,CANDIDATE,,,,,,11.9322300,2.00000e-04,-2.00000e-04,142.10190,6.20000e-03,-6.20000e-03,0.6500,0.210,-0.210,6.2702,,,169,,,2.78,,,1049.0,,,,,,22.10,,,5503.00,,,3.910,,,2.0400,,,283.192080,41.305389,13.353
7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,,,,,,4.1250200,6.60000e-05,-6.60000e-05,133.64770,5.40000e-03,-5.40000e-03,0.5600,0.300,-0.300,3.0338,,,112,,,0.85,,,966.0,,,,,,17.10,,,5388.00,,,4.590,,,0.7900,,,295.946410,42.658920,14.236
6021193,K02148.02,Kepler-363 c,CONFIRMED,CANDIDATE,,,,,,7.5423600,1.20000e-04,-1.20000e-04,132.95640,6.10000e-03,-6.10000e-03,0.7300,0.210,-0.210,4.8648,,,139,,,2.51,,,1217.0,,,,,,20.40,,,5503.00,,,3.910,,,2.0400,,,283.192080,41.305389,13.353
6021193,K02148.03,Kepler-363 b,CONFIRMED,CANDIDATE,,,,,,3.6146090,9.40000e-05,-9.40000e-05,134.70000,8.60000e-03,-8.60000e-03,0.8000,0.250,-0.250,3.3889,,,61,,,1.72,,,1564.0,,,,,,10.40,,,5503.00,,,3.910,,,2.0400,,,283.192080,41.305389,13.353
10617017,K02149.01,Kepler-1121 b,CONFIRMED,CANDIDATE,,,,,,13.1512700,1.90000e-04,-1.90000e-04,144.16250,4.90000e-03,-4.90000e-03,0.7400,0.220,-0.220,5.3559,,,100,,,1.60,,,964.0,,,,,,24.80,,,6089.00,,,4.170,,,1.5000,,,297.786590,47.886120,12.071
3229150,K02150.01,Kepler-1979 b,CONFIRMED,CANDIDATE,,,,,,18.5059500,2.60000e-04,-2.60000e-04,131.58530,5.50000e-03,-5.50000e-03,0.7900,0.470,-0.470,4.4958,,,657,,,2.51,,,640.0,,,,,,22.80,,,5664.00,,,4.530,,,0.8900,,,289.842860,38.309601,15.253
7989422,K02151.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.4776276,,,133.40838,,,,,,2.5900,,,115,,,,,,,,,,,,17.20,,,5675.00,,,4.016,,,,,,300.225190,43.758179,11.539
9641481,K02152.01,Kepler-1122 b,CONFIRMED,CANDIDATE,,,,,,42.1930100,8.50000e-04,-8.50000e-04,155.30420,7.60000e-03,-7.60000e-03,0.7300,0.270,-0.270,7.3123,,,540,,,2.01,,,453.0,,,,,,21.40,,,5474.00,,,4.580,,,0.8100,,,288.280520,46.340900,15.060
10253547,K02153.01,Kepler-364 c,CONFIRMED,CANDIDATE,,,,,,59.9802000,1.30000e-03,-1.30000e-03,176.15160,7.90000e-03,-7.90000e-03,0.7600,0.320,-0.320,6.7966,,,308,,,2.18,,,532.0,,,,,,17.60,,,6286.00,,,4.380,,,1.1700,,,281.569950,47.398689,13.660
12254378,K02387.01,Kepler-1217 b,CONFIRMED,CANDIDATE,,,,,,2.0323240,2.70000e-05,-2.70000e-05,132.31970,3.60000e-03,-3.60000e-03,0.4900,0.670,-0.670,1.8563,,,183,,,1.58,,,1413.0,,,,,,6.50,,,5877.00,,,4.510,,,0.9500,,,289.186680,50.937561,15.298
12071037,K02388.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.0960414,,,135.01861,,,,,,8.3900,,,97,,,,,,,,,,,,14.80,,,5601.00,,,4.501,,,,,,296.118100,50.516590,14.104
7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,,,,,,17.2322900,1.10000e-04,-1.10000e-04,135.09170,2.50000e-03,-2.50000e-03,0.6700,0.420,-0.420,4.5111,,,516,,,2.40,,,735.0,,,,,,48.60,,,6032.00,,,4.450,,,1.0100,,,296.998630,42.781960,14.061
8494617,K02389.01,Kepler-1218 b,CONFIRMED,CANDIDATE,,,,,,22.9227200,5.60000e-04,-5.60000e-04,133.64590,9.00000e-03,-9.00000e-03,0.5200,0.330,-0.330,7.3618,,,141,,,1.45,,,729.0,,,,,,17.40,,,6036.00,,,4.300,,,1.2100,,,291.578980,44.531712,13.578
10289119,K02390.01,Kepler-1219 b,CONFIRMED,CANDIDATE,,,,,,16.1051900,2.60000e-04,-2.60000e-04,135.00050,5.40000e-03,-5.40000e-03,0.8500,0.120,-0.120,6.1523,,,146,,,1.51,,,768.0,,,,,,27.60,,,5775.00,,,4.320,,,1.1100,,,297.215790,47.378521,12.249
7382313,K02392.01,Kepler-1220 b,CONFIRMED,CANDIDATE,,,,,,7.4271600,1.40000e-04,-1.40000e-04,133.09400,7.00000e-03,-7.00000e-03,0.3400,0.690,-0.690,3.4818,,,199,,,1.16,,,844.0,,,,,,14.10,,,5524.00,,,4.500,,,0.8300,,,297.070370,42.977741,14.985
4665571,K02393.01,Kepler-1834 b,CONFIRMED,CANDIDATE,,,,,,4.6030980,6.10000e-05,-6.10000e-05,133.21380,4.50000e-03,-4.50000e-03,0.8900,0.450,-0.450,2.4212,,,282,,,1.34,,,775.0,,,,,,14.90,,,4730.00,,,4.640,,,0.6500,,,294.664700,39.783829,14.903
4829935,K02395.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.9328730,,,132.15415,,,,,,1.6300,,,429,,,,,,,,,,,,15.10,,,6065.00,,,4.482,,,,,,290.062930,39.922272,14.779
9269042,K02397.01,Kepler-1221 b,CONFIRMED,CANDIDATE,,,,,,12.0009500,1.70000e-04,-1.70000e-04,142.03990,5.30000e-03,-5.30000e-03,0.6100,0.960,-0.960,3.3142,,,471,,,1.41,,,594.0,,,,,,19.20,,,5053.00,,,4.660,,,0.6300,,,285.822330,45.711891,15.563
6199056,K02398.01,,CANDIDATE,CANDIDATE,,,,,,1.1689930,7.50000e-06,-7.50000e-06,131.74120,8.90000e-04,-8.90000e-04,0.2300,0.530,-0.530,0.9364,,,162,,,1.73,,,2241.0,,,,,,31.70,,,6257.00,,,4.140,,,1.4500,,,289.939270,41.502659,13.579
11461433,K02399.01,Kepler-1222 b,CONFIRMED,CANDIDATE,,,,,,1.9169920,2.20000e-05,-2.20000e-05,132.45760,2.80000e-03,-2.80000e-03,0.8000,0.500,-0.500,1.3824,,,124,,,0.77,,,1063.0,,,,,,13.50,,,5011.00,,,4.690,,,0.6200,,,294.889650,49.379768,14.100
7984574,K02400.01,,CANDIDATE,CANDIDATE,,,,,,11.6192400,1.30000e-04,-1.30000e-04,142.12030,4.20000e-03,-4.20000e-03,0.2400,0.870,-0.870,1.9205,,,789,,,2.21,,,711.0,,,,,,17.20,,,5628.00,,,4.590,,,0.8000,,,299.061680,43.720329,15.664
10336951,K02401.01,,CANDIDATE,CANDIDATE,,,,,,38.2302100,8.40000e-04,-8.40000e-04,166.00810,8.20000e-03,-8.20000e-03,0.3200,0.680,-0.680,4.3216,,,485,,,1.15,,,333.0,,,,,,15.90,,,4422.00,,,4.730,,,0.5400,,,290.836270,47.444939,14.847
7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,,,,,,26.6937600,7.30000e-04,-7.30000e-04,144.01490,1.00000e-02,-1.00000e-02,0.8000,0.350,-0.350,4.1827,,,158,,,1.35,,,635.0,,,,,,11.80,,,6032.00,,,4.450,,,1.0100,,,296.998630,42.781960,14.061
8481129,K02402.01,Kepler-1223 b,CONFIRMED,CANDIDATE,,,,,,16.3017700,3.20000e-04,-3.20000e-04,133.78410,7.80000e-03,-7.80000e-03,0.7800,0.620,-0.620,4.0154,,,234,,,1.29,,,535.0,,,,,,12.80,,,4708.00,,,4.560,,,0.7600,,,285.295750,44.552750,14.610
2142522,K02403.01,Kepler-1224 b,CONFIRMED,CANDIDATE,,,,,,13.3234500,2.90000e-04,-2.90000e-04,134.03230,8.10000e-03,-8.10000e-03,0.2100,0.790,-0.790,4.3385,,,110,,,1.07,,,822.0,,,,,,15.30,,,6046.00,,,4.400,,,1.0400,,,286.625760,37.537300,12.867
6364215,K02404.01,,CANDIDATE,CANDIDATE,,,,,,2.1007670,4.30000e-05,-4.30000e-05,132.27200,6.00000e-03,-6.00000e-03,0.9600,0.270,-0.270,2.4792,,,177,,,1.50,,,1313.0,,,,,,10.70,,,5572.00,,,4.510,,,0.8800,,,291.877990,41.769581,15.656
8894646,K02641.01,,CANDIDATE,CANDIDATE,,,,,,3.5558630,8.30000e-05,-8.30000e-05,132.71290,7.80000e-03,-7.80000e-03,0.9600,0.110,-0.110,3.5615,,,74,,,1.07,,,1174.0,,,,,,11.30,,,5616.00,,,4.390,,,0.9900,,,294.995850,45.119579,13.845
12061096,K02642.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.0505007,,,141.53008,,,,,,1.8400,,,605,,,,,,,,,,,,11.40,,,5659.00,,,4.497,,,,,,291.136380,50.575939,15.612
6933567,K02643.01,Kepler-1301 b,CONFIRMED,FALSE POSITIVE,,,,,,9.0822208,,,139.65491,,,,,,2.1000,,,299,,,,,,,,,,,,11.50,,,5148.00,,,4.586,,,,,,286.604160,42.440319,15.400
10489206,K00251.02,Kepler-125 c,CONFIRMED,CANDIDATE,,,,,,5.7744700,1.00000e-04,-1.00000e-04,132.96040,5.70000e-03,-5.70000e-03,0.6600,0.640,-0.640,1.9889,,,232,,,0.84,,,541.0,,,,,,11.90,,,3846.00,,,4.740,,,0.5300,,,298.258120,47.604939,14.752
9993529,K02644.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7905433,,,131.87517,,,,,,1.1400,,,369,,,,,,,,,,,,36.60,,,4607.00,,,4.616,,,,,,282.405940,46.904480,14.864
11303815,K02645.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7057699,,,133.15691,,,,,,1.2600,,,334,,,,,,,,,,,,21.10,,,5215.00,,,4.416,,,,,,295.062410,49.049278,15.272
6044553,K02646.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.5320907,,,131.91045,,,,,,2.3100,,,351,,,,,,,,,,,,55.80,,,5110.00,,,4.679,,,,,,292.487030,41.311119,15.397
11962284,K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,,,,,,8.8391500,1.50000e-04,-1.50000e-04,135.55010,6.00000e-03,-6.00000e-03,0.2600,0.680,-0.680,1.8752,,,292,,,1.39,,,742.0,,,,,,11.70,,,5141.00,,,4.500,,,0.8400,,,290.989230,50.308060,15.102
2573056,K02648.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.6317901,,,132.54171,,,,,,1.1300,,,155,,,,,,,,,,,,20.20,,,6288.00,,,4.504,,,,,,290.847140,37.864052,14.676
6842682,K02649.01,Kepler-1303 b,CONFIRMED,CANDIDATE,,,,,,7.5613000,1.20000e-04,-1.20000e-04,135.63860,6.00000e-03,-6.00000e-03,0.2500,0.870,-0.870,2.6917,,,191,,,1.13,,,830.0,,,,,,13.00,,,5601.00,,,4.570,,,0.8300,,,284.287140,42.355610,14.640
8890150,K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,,,,,,34.9880400,9.50000e-04,-9.50000e-04,144.23220,1.00000e-02,-1.00000e-02,0.4200,0.910,-0.910,4.3860,,,617,,,1.26,,,299.0,,,,,,11.40,,,3900.00,,,4.740,,,0.5100,,,293.511080,45.136589,15.987
8890150,K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,,,,,,7.0544100,1.30000e-04,-1.30000e-04,136.18720,6.50000e-03,-6.50000e-03,0.8200,0.570,-0.570,1.6599,,,372,,,1.10,,,511.0,,,,,,9.50,,,3900.00,,,4.740,,,0.5100,,,293.511080,45.136589,15.987
11752908,K02651.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.3837813,,,132.25521,,,,,,1.7800,,,624,,,,,,,,,,,,15.00,,,5066.00,,,4.637,,,,,,285.574920,49.960892,15.554
4346178,K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,,,,,,16.1282200,3.60000e-04,-3.60000e-04,143.77940,8.40000e-03,-8.40000e-03,0.8800,0.150,-0.150,5.5614,,,387,,,1.99,,,643.0,,,,,,14.80,,,5326.00,,,4.460,,,0.8800,,,285.276430,39.446911,15.022
11187837,K00252.01,Kepler-1663 b,CONFIRMED,CANDIDATE,,,,,,17.6044370,7.80000e-05,-7.80000e-05,170.50120,1.50000e-03,-1.50000e-03,0.5900,0.780,-0.780,3.6794,,,2157,,,3.15,,,414.0,,,,,,67.00,,,3905.00,,,4.610,,,0.6500,,,290.401490,48.822590,15.613
9664142,K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,,,,,,13.5631500,4.40000e-04,-4.40000e-04,140.65200,1.10000e-02,-1.10000e-02,0.7500,0.270,-0.270,5.9063,,,357,,,1.65,,,679.0,,,,,,13.20,,,5584.00,,,4.570,,,0.8300,,,297.339450,46.347252,15.785
10018233,K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,,,,,,16.2957100,2.60000e-04,-2.60000e-04,133.91210,6.30000e-03,-6.30000e-03,0.7400,0.870,-0.870,2.2165,,,378,,,1.68,,,633.0,,,,,,12.50,,,5569.00,,,4.580,,,0.8100,,,294.478330,46.945862,15.243
8636539,K02656.01,,CANDIDATE,CANDIDATE,,,,,,6.7738900,2.00000e-04,-2.00000e-04,138.07000,1.10000e-02,-1.10000e-02,0.0400,0.630,-0.630,4.1202,,,128,,,1.10,,,1004.0,,,,,,10.50,,,6166.00,,,4.490,,,0.9800,,,296.005430,44.718510,15.024
6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,,,,,,6.0984950,6.30000e-05,-6.30000e-05,135.93380,3.60000e-03,-3.60000e-03,0.6600,0.240,-0.240,2.7502,,,81,,,0.91,,,927.0,,,,,,23.40,,,5443.00,,,4.450,,,0.9400,,,287.698000,42.338718,12.498
5779852,K00449.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,252.0781770,,,240.23468,,,,,,5.0500,,,4307,,,,,,,,,,,,110.90,,,6081.00,,,4.458,,,,,,288.198090,41.094170,14.183
6042214,K00450.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,27.0462305,,,171.95451,,,,,,2.3200,,,967,,,,,,,,,,,,41.20,,,6089.00,,,4.553,,,,,,291.752230,41.311241,14.173
6200715,K00451.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.7235263,,,172.18106,,,,,,2.9700,,,516,,,,,,,,,,,,43.90,,,6333.00,,,4.433,,,,,,290.419160,41.525372,14.930
6291033,K00452.01,Kepler-557 b,CONFIRMED,CANDIDATE,,,,,,3.7059700,1.80000e-05,-1.80000e-05,169.94360,1.50000e-03,-1.50000e-03,0.6000,0.120,-0.120,5.1580,,,523,,,2.40,,,1231.0,,,,,,76.60,,,5935.00,,,4.410,,,1.0200,,,293.708470,41.615131,14.641
6758917,K00453.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.2361001,,,169.64783,,,,,,1.7500,,,27819,,,,,,,,,,,,136.40,,,5457.00,,,4.600,,,,,,285.119690,42.299129,14.549
7098355,K00454.01,Kepler-558 b,CONFIRMED,CANDIDATE,,,,,,29.0078000,3.10000e-04,-3.10000e-04,170.55460,3.60000e-03,-3.60000e-03,0.9370,0.089,-0.089,5.8273,,,896,,,3.00,,,485.0,,,,,,36.70,,,5138.00,,,4.550,,,0.8000,,,284.657870,42.652679,14.805
7101828,K00455.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,47.8782644,,,193.20371,,,,,,3.3400,,,869,,,,,,,,,,,,29.50,,,4091.00,,,4.727,,,,,,286.240600,42.670231,14.261
7269974,K00456.01,Kepler-160 c,CONFIRMED,CANDIDATE,,,,,,13.6991380,5.00000e-05,-5.00000e-05,171.48730,1.30000e-03,-1.30000e-03,0.8200,0.170,-0.170,4.5484,,,1250,,,3.27,,,697.0,,,,,,84.90,,,5644.00,,,4.520,,,0.8300,,,287.773560,42.869282,14.619
7269974,K00456.02,Kepler-160 b,CONFIRMED,CANDIDATE,,,,,,4.3094050,3.90000e-05,-3.90000e-05,134.03220,3.10000e-03,-3.10000e-03,0.7900,0.200,-0.200,3.1265,,,277,,,1.50,,,1026.0,,,,,,29.30,,,5644.00,,,4.520,,,0.8300,,,287.773560,42.869282,14.619
7440748,K00457.01,Kepler-161 b,CONFIRMED,CANDIDATE,,,,,,4.9213570,1.40000e-05,-1.40000e-05,174.29874,8.80000e-04,-8.80000e-04,0.2600,0.860,-0.860,1.8960,,,738,,,1.84,,,793.0,,,,,,63.90,,,4931.00,,,4.650,,,0.6900,,,290.516480,43.083820,14.196
6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,,,,,,19.5778900,3.00000e-04,-3.00000e-04,135.20090,5.70000e-03,-5.70000e-03,0.7500,0.230,-0.230,3.6029,,,99,,,1.02,,,629.0,,,,,,18.40,,,5443.00,,,4.450,,,0.9400,,,287.698000,42.338718,12.498
7440748,K00457.02,Kepler-161 c,CONFIRMED,CANDIDATE,,,,,,7.0642710,2.30000e-05,-2.30000e-05,135.37760,1.10000e-03,-1.10000e-03,0.8000,0.540,-0.540,1.3895,,,680,,,2.03,,,704.0,,,,,,44.20,,,4931.00,,,4.650,,,0.6900,,,290.516480,43.083820,14.196
7504328,K00458.01,,CANDIDATE,CANDIDATE,,,,,,53.7179800,2.30000e-04,-2.30000e-04,208.07880,1.40000e-03,-1.40000e-03,0.9300,0.140,-0.140,4.0204,,,3205,,,8.03,,,507.0,,,,,,79.70,,,5593.00,,,4.280,,,1.1300,,,282.882690,43.191952,14.708
7977197,K00459.01,Kepler-162 c,CONFIRMED,CANDIDATE,,,,,,19.4463130,8.50000e-05,-8.50000e-05,170.10270,1.60000e-03,-1.60000e-03,0.7800,0.440,-0.440,3.6532,,,958,,,3.09,,,643.0,,,,,,59.40,,,5601.00,,,4.450,,,0.9100,,,297.278900,43.724018,14.248
7977197,K00459.02,Kepler-162 b,CONFIRMED,CANDIDATE,,,,,,6.9197230,9.50000e-05,-9.50000e-05,134.12230,5.00000e-03,-5.00000e-03,0.5200,0.600,-0.600,3.3392,,,183,,,1.24,,,910.0,,,,,,19.00,,,5601.00,,,4.450,,,0.9100,,,297.278900,43.724018,14.248
8043638,K00460.01,Kepler-559 b,CONFIRMED,CANDIDATE,,,,,,17.5875680,6.30000e-05,-6.30000e-05,176.07490,1.20000e-03,-1.20000e-03,0.2700,0.630,-0.630,4.3241,,,1422,,,3.99,,,686.0,,,,,,87.90,,,5387.00,,,4.340,,,1.0800,,,296.636840,43.802792,14.743
8621348,K00461.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.3444223,,,172.84352,,,,,,3.6100,,,741,,,,,,,,,,,,54.30,,,5381.00,,,4.613,,,,,,290.532140,44.775120,14.410
10253547,K02153.02,Kepler-364 b,CONFIRMED,CANDIDATE,,,,,,25.7461000,8.70000e-04,-8.70000e-04,135.93800,1.20000e-02,-1.20000e-02,0.4500,0.410,-0.410,6.9127,,,125,,,1.31,,,704.0,,,,,,12.10,,,6286.00,,,4.380,,,1.1700,,,281.569950,47.398689,13.660
12505076,K02154.01,Kepler-1799 b,CONFIRMED,CANDIDATE,,,,,,11.9295700,2.70000e-04,-2.70000e-04,136.67870,8.70000e-03,-8.70000e-03,0.8200,0.170,-0.170,6.6029,,,719,,,2.61,,,724.0,,,,,,19.80,,,5605.00,,,4.540,,,0.8700,,,288.308690,51.478291,15.844
12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,,,,,,4.3394600,4.20000e-05,-4.20000e-05,132.80150,3.30000e-03,-3.30000e-03,0.1000,0.730,-0.730,2.3145,,,332,,,1.51,,,971.0,,,,,,21.80,,,5389.00,,,4.560,,,0.8500,,,294.517670,50.670399,14.822
3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,,,,,,3.4130377,2.20000e-06,-2.20000e-06,132.44211,2.10000e-04,-2.10000e-04,0.1800,0.350,-0.350,2.6070,,,3909,,,4.15,,,939.0,,,,,,258.70,,,5176.00,,,4.640,,,0.6800,,,285.930690,39.098141,14.622
2556650,K02156.01,Kepler-1124 b,CONFIRMED,CANDIDATE,,,,,,2.8523750,1.40000e-05,-1.40000e-05,132.04150,1.10000e-03,-1.10000e-03,0.9800,0.820,-0.820,0.8343,,,1383,,,3.36,,,682.0,,,,,,28.70,,,3853.00,,,4.740,,,0.5300,,,286.594270,37.891258,15.959
5211199,K02158.01,Kepler-1800 b,CONFIRMED,CANDIDATE,,,,,,4.5621530,6.20000e-05,-6.20000e-05,132.63140,4.60000e-03,-4.60000e-03,0.7400,0.540,-0.540,2.6877,,,89,,,1.61,,,1260.0,,,,,,17.30,,,5250.00,,,4.030,,,1.5700,,,297.651430,40.352551,13.052
8804455,K02159.01,,CANDIDATE,CANDIDATE,,,,,,7.5967690,9.60000e-05,-9.60000e-05,131.95040,4.70000e-03,-4.70000e-03,0.6600,0.550,-0.550,3.3700,,,122,,,1.01,,,837.0,,,,,,18.90,,,5627.00,,,4.560,,,0.8400,,,285.138310,45.004539,13.482
8804455,K02159.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.3926582,,,133.78236,,,,,,1.5200,,,100,,,,,,,,,,,,18.70,,,5627.00,,,4.564,,,,,,285.138310,45.004539,13.482
5546761,K02160.01,Kepler-1125 b,CONFIRMED,CANDIDATE,,,,,,17.6708900,3.20000e-04,-3.20000e-04,131.58230,6.80000e-03,-6.80000e-03,0.5100,0.400,-0.400,6.2978,,,377,,,1.54,,,601.0,,,,,,20.60,,,5564.00,,,4.620,,,0.7600,,,295.481230,40.731979,14.874
5546761,K02160.02,,CANDIDATE,CANDIDATE,,,,,,15.4087700,4.40000e-04,-4.40000e-04,139.48300,1.00000e-02,-1.00000e-02,0.8800,0.260,-0.260,3.4859,,,198,,,1.22,,,629.0,,,,,,8.10,,,5564.00,,,4.620,,,0.7600,,,295.481230,40.731979,14.874
9205938,K02162.01,Kepler-1126 b,CONFIRMED,CANDIDATE,,,,,,108.5877000,3.00000e-03,-3.00000e-03,173.76810,9.10000e-03,-9.10000e-03,0.3000,0.840,-0.840,8.5236,,,332,,,1.41,,,350.0,,,,,,17.30,,,5858.00,,,4.590,,,0.7900,,,285.691990,45.689388,14.033
11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,,,,,,10.6648500,1.30000e-04,-1.30000e-04,132.01180,4.40000e-03,-4.40000e-03,0.4700,0.520,-0.520,2.9524,,,320,,,1.79,,,823.0,,,,,,20.00,,,5759.00,,,4.440,,,1.0000,,,295.626590,49.130428,14.651
7204981,K02164.01,Kepler-1127 b,CONFIRMED,CANDIDATE,,,,,,5.1233380,7.20000e-05,-7.20000e-05,132.08420,4.90000e-03,-4.90000e-03,0.2000,0.640,-0.640,2.7419,,,286,,,1.18,,,858.0,,,,,,13.90,,,5337.00,,,4.640,,,0.7200,,,293.217380,42.720711,15.162
